PL VL1 VL2 VL3
14 5.7783199E9 1.93419328E8 1.5709704E8
14 2132928.0 4.3280112E7 9.0404352E7
14 2.36976512E8 173852.8 731765.7
14 9.658764E7 1.33076787E9 4.6563113E9
14 Nan Nan Nan
14 1.69193085E13 1.79153162E10 4.475623E10
14 Nan Nan Nan
14 3033497.5 3848.4 6945.0
14 8420890.0 28108.8 61580.0
14 1356732.0 9987.3 13269.6
14 2.51661869E16 6.5971194E14 2.59614533E14
14 3.283331E7 240500.0 915187.5
14 3.30926336E9 3341921.5 5486535.0
14 1.7767428E7 79966.3 250188.8
14 2707345.5 16610.0 60700.0
14 1.395275E7 36182.9 72999.3
14 3.2999696E8 322519.6 652480.4
14 3810269.5 25459.2 78916.2
14 32040.8 12487.2 49800.0
14 8827276.0 4176.0 6022.5
14 5760614.5 12668.4 46421.1
